date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2/14/18,Z3015H37,ST4000DM000,4.00079E+12,1,113,51433952,,,91,0,100,12,100,48,88,728490350,,,62,33703,100,0,,,100,12,,,,,,,,,,,,,,,100,0,100,0,93,7,100,0,100,0,73,27,100,0,100,0,26,148780,27,27,,,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,,,100,33089,100,27573430928,100,1.76045E+11,,,,,,,,,,
2/14/18,N8GEB2ZY,HGST HUS726040ALE610,4.00079E+12,1,100,0,137,104,100,0,100,6,100,0,100,0,128,18,100,2159,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,100,90,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/18,Z3020W6P,ST4000DM000,4.00079E+12,1,111,31120088,,,95,0,100,5,100,0,81,146988431,,,66,30011,100,0,,,100,5,,,,,,,,,,,,,,,98,2,100,0,100,0,100,0,91,9,78,22,100,0,100,0,97,6480,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,29970,100,23910974016,100,1.70077E+11,,,,,,,,,,
3/27/18,S301GQ1G,ST4000DM000,4.00079E+12,1,120,236530640,,,98,0,100,2,100,0,70,12321729,,,76,21124,100,0,,,100,2,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,96,9136,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,21051,100,43286668272,100,73317570919,,,,,,,,,,
3/27/18,ZA174KSV,ST8000NM0055,8.00156E+12,1,100,0,,,98,0,100,2,100,16,91,1266330126,,,93,6325,100,0,,,100,3,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,70,30,99,2283,100,97,100,472,30,30,100,0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,6287,100,24753574304,100,32002644628,,,,,,,,,,
3/27/18,Z3025LWT,ST4000DM000,4.00079E+12,1,119,223137464,,,92,0,100,10,100,0,78,78334916,,,67,29496,100,0,,,100,10,,,,,,,,,,,,,,,100,0,100,0,100,0,100,7,88,12,75,25,100,0,100,1,1,317737,25,25,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,27253,100,24274525490,100,2.01253E+11,,,,,,,,,,
1/22/18,Z305K1XG,ST4000DM000,4.00079E+12,1,113,55760752,,,92,0,100,11,100,0,88,799534407,,,81,16772,100,0,,,100,12,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,74,53100,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,16431,100,33876695216,100,66438806874,,,,,,,,,,
1/22/18,Z305DHQH,ST4000DM000,4.00079E+12,1,117,149212168,,,95,0,100,5,100,0,88,754071580,,,81,17107,100,0,,,100,5,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,95,10007,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,17024,100,36651966304,100,71295440033,,,,,,,,,,
1/22/18,5641SFQXS,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,100,0,100,1309,100,4,100,0,100,0,100,0,68,13155,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,100,1,100,1885,100,40,,,100,0,100,0,100,0,200,0,,,,,100,0,68,13150,100,0,100,0,,,100,254,,,100,0,,,,,,,,,,,,,,
1/23/18,W3005YCR,ST4000DM000,4.00079E+12,1,118,198025232,,,91,0,100,20,100,0,81,138339353,,,56,38985,100,0,,,100,20,,,,,,,,,,,,,,,100,0,100,0,100,0,100,1,87,13,75,25,100,0,100,4,72,56280,25,25,,,,,99,184,99,184,200,0,,,,,,,,,,,,,,,,,,,100,38715,100,29851889634,100,3.48835E+11,,,,,,,,,,
1/23/18,ZCH07FRY,ST12000NM0007,1.20001E+13,1,80,98910816,,,99,0,100,1,100,0,76,40362773,,,99,1104,100,0,,,100,1,,,,,,,,,,,,,,,,,,,100,0,100,0,,,56,44,,,100,21,100,730,44,44,80,98910816,,,99,704,99,704,200,0,100,0,,,,,,,,,,,,,,,,,100,833,100,4472318680,100,509411194,,,,,,,,,,
1/23/18,ZCH06LWP,ST12000NM0007,1.20001E+13,1,83,212929584,,,98,0,100,2,100,0,77,54084326,,,98,2017,100,0,,,100,2,,,,,,,,,,,,,,,,,,,97,3,100,0,,,62,38,,,100,0,99,3118,38,38,83,212929584,,,100,40,100,40,200,0,100,0,,,,,,,,,,,,,,,,,100,471,100,5101708384,100,3656384435,,,,,,,,,,
1/23/18,57HBWEETT,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,100,0,100,2038,100,5,100,0,100,0,100,0,100,306,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6,100,0,100,81,100,28,,,100,0,100,48,100,0,200,0,,,,,100,0,100,306,100,0,100,0,,,100,256,,,100,0,,,,,,,,,,,,,,
3/26/18,ZJV00EVJ,ST12000NM0007,1.20001E+13,1,83,202998448,,,99,0,100,1,100,103,84,231598068,,,99,1568,100,0,,,100,1,,,,,,,,,,,,,,,,,,,100,0,100,0,,,73,27,,,100,4,100,299,27,27,83,202998448,,,100,16,100,16,200,0,100,0,,,,,,,,,,,,,,,,,100,1471,100,19643659104,100,19621881604,,,,,,,,,,
3/26/18,ZA10MCJF,ST8000DM002,8.00156E+12,1,76,43416448,,,91,0,100,5,100,48,92,1643805600,,,82,16092,100,0,,,100,5,,,,,,,,,,,,,,,,,100,0,76,24,100,0,100,0,69,31,100,0,100,41,100,289,31,31,20,43416448,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,100,16086,100,37251383552,100,90098023620,,,,,,,,,,
3/26/18,Z3029B3M,ST4000DM000,4.00079E+12,1,116,106263296,,,92,0,100,14,100,0,76,42228642,,,69,27746,100,0,,,100,14,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,81,39023,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,27503,100,23618796458,100,2.58385E+11,,,,,,,,,,
3/24/18,JK11A8B9J6KXNF,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,118,609,100,88,100,0,100,0,100,0,93,49599,100,0,,,100,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1321,99,1321,171,35,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/18,JK1171B9HDB4KT,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,117,613,100,189,100,0,100,0,100,0,94,47976,100,0,,,100,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1614,99,1614,153,39,,,100,0,100,0,100,0,200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/18,Z304KC9S,ST4000DM000,4.00079E+12,1,114,82826696,,,95,0,100,5,100,0,75,41771525,,,77,20869,100,0,,,100,5,,,,,,,,,,,,,,,100,0,100,0,98,2,100,0,100,0,78,22,100,0,100,0,95,10666,22,22,,,,,100,64,100,64,200,0,,,,,,,,,,,,,,,,,,,100,20744,100,42094398136,100,1.05334E+11,,,,,,,,,,
3/24/18,5732PE3NT,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,100,0,100,1981,100,3,100,0,100,0,100,0,92,3367,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,15,100,0,100,8933,100,29,,,100,0,100,0,100,0,200,0,,,,,100,0,92,3330,100,0,100,0,,,100,262,,,100,0,,,,,,,,,,,,,,
3/24/18,JK1131YAJJ445V,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,119,602,100,86,100,0,100,0,100,0,93,53792,100,0,,,100,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1734,99,1734,157,38,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/18,JK1171YAK1XBLN,Hitachi HDS722020ALA330,2.0004E+12,1,98,131074,100,0,119,608,100,103,100,0,100,0,100,0,93,53577,100,0,,,100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1686,99,1686,162,37,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/18,JK1131YAJK6ELV,Hitachi HDS722020ALA330,2.0004E+12,1,100,0,100,0,118,609,100,67,100,0,100,0,100,0,93,52226,100,0,,,100,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1660,99,1660,153,39,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/18,S301NKTA,ST4000DM000,4.00079E+12,1,111,142320057,,,92,0,100,12,100,24,79,95003725,,,76,21554,100,0,,,100,11,,,,,,,,,,,,,,,100,0,100,0,92,8,100,0,100,0,81,19,100,0,100,0,97,7996,19,19,,,,,100,40,100,40,200,0,,,,,,,,,,,,,,,,,,,100,21452,100,45150821520,100,78977906910,,,,,,,,,,
3/24/18,Z304HTH9,ST4000DM000,4.00079E+12,1,111,29388800,,,95,0,100,5,100,0,90,981192082,,,77,20564,100,0,,,100,5,,,,,,,,,,,,,,,98,2,100,0,88,12,100,0,100,0,77,23,100,0,100,0,97,6998,23,23,,,,,99,304,99,304,200,0,,,,,,,,,,,,,,,,,,,100,20517,100,44129526032,100,1.00365E+11,,,,,,,,,,
3/30/18,W300L6LB,ST4000DM000,4.00079E+12,1,111,40346344,,,92,0,100,18,100,0,84,291997455,,,56,38618,100,0,,,100,19,,,,,,,,,,,,,,,99,1,100,0,100,0,100,0,93,7,76,24,100,0,100,3,83,34064,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,38480,100,31418361756,100,2.79404E+11,,,,,,,,,,
3/30/18,ZA1552GL,ST8000NM0055,8.00156E+12,1,65,3172072,,,96,0,100,2,100,0,91,1373539678,,,93,6892,100,0,,,100,2,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,75,25,98,5536,100,7,100,22,25,25,1,3172072,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,6890,100,32976647888,100,55235144652,,,,,,,,,,
3/18/18,PL2331LAGPYN9J,HGST HMS5C4040ALE640,4.00079E+12,1,100,0,133,107,100,553,100,9,1,1989,100,0,109,44,96,33026,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4292,97,4292,230,26,,,1,2587,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/18,S2ZYJ9DG701096,ST500LM012 HN,5.00108E+11,1,100,1019,252,0,94,2026,100,17,252,0,252,0,252,0,100,17740,252,0,100,642,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,252,0,252,0,,,64,35,100,0,252,0,252,0,252,0,200,0,100,256561,,,,,,,100,642,,,90,108749,,,,,,,,,,,,,,,,,,,,
1/21/18,Z300WN6T,ST4000DM000,4.00079E+12,1,119,204814016,,,92,0,100,35,100,0,82,176932484,,,60,35600,100,0,,,100,35,,,,,,,,,,,,,,,99,1,100,0,100,0,100,0,75,25,78,22,100,0,100,22,93,14331,22,22,,,,,98,328,98,328,200,0,,,,,,,,,,,,,,,,,,,100,35540,100,29881822730,100,2.44141E+11,,,,,,,,,,
1/9/18,PL1331LAHD1EDH,HGST HMS5C4040BLE640,4.00079E+12,1,100,0,134,101,100,0,100,3,100,0,100,0,113,42,99,13942,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,100,3,230,26,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/18,ZA180ZZH,ST8000NM0055,8.00156E+12,1,82,170245568,,,95,0,100,4,100,1448,88,629511141,,,96,3667,100,0,,,100,4,,,,,,,,,,,,,,,,,100,0,96,4,100,0,100,0,62,38,99,3017,100,8,100,1116,38,38,82,170245568,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,3630,100,26039561744,100,30890545398,,,,,,,,,,
1/8/18,Z3029ATJ,ST4000DM000,4.00079E+12,1,111,35809064,,,94,0,100,6,100,0,85,13882883501,,,70,27050,100,0,,,100,6,,,,,,,,,,,,,,,100,0,100,0,93,7,100,0,100,0,73,27,100,0,100,0,96,8394,27,27,,,,,100,112,100,112,200,0,,,,,,,,,,,,,,,,,,,100,27006,100,23306293042,100,1.6751E+11,,,,,,,,,,
1/8/18,Z305BAT9,ST4000DM000,4.00079E+12,1,112,44550520,,,95,0,100,5,100,0,88,787878293,,,81,17022,100,0,,,100,5,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,99,3807,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,16949,100,38414686728,100,58775214818,,,,,,,,,,
1/8/18,ZCH0CJHM,ST12000NM0007,1.20001E+13,1,75,28462840,,,90,0,100,8,100,0,65,3012471,,,100,339,100,0,,,100,8,,,,,,,,,,,,,,,,,,,100,0,100,21475164165,,,74,26,,,100,5,100,502,26,26,75,28462840,,,100,0,100,0,200,79,100,0,,,,,,,,,,,,,,,,,100,76,100,696141608,100,308935942,,,,,,,,,,
1/8/18,W300AS94,ST4000DM000,4.00079E+12,1,117,159595368,,,91,0,100,14,100,0,69,60284318798,,,55,39896,100,0,,,100,14,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,99,1,71,29,100,0,100,3,31,138681,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,39343,100,29854884570,100,1.80729E+11,,,,,,,,,,
1/20/18,ZCH06MW1,ST12000NM0007,1.20001E+13,1,77,48355336,,,98,0,100,2,100,0,85,306395611,,,98,2025,100,0,,,100,2,,,,,,,,,,,,,,,,,,,100,0,100,0,,,70,30,,,100,4,100,150,30,30,77,48355336,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,100,1991,100,25304342128,100,24792907204,,,,,,,,,,
1/20/18,ZCH07JAG,ST12000NM0007,1.20001E+13,1,79,88528584,,,98,0,100,2,100,0,78,59839332,,,99,1683,100,0,,,100,2,,,,,,,,,,,,,,,,,,,99,1,100,0,,,62,38,,,100,11,99,2489,38,38,79,88528584,,,100,64,100,64,200,0,100,0,,,,,,,,,,,,,,,,,100,784,100,6442508520,100,971666342,,,,,,,,,,
1/20/18,W3009C88,ST4000DM000,4.00079E+12,1,101,196895877,,,91,0,100,9,100,8,84,292241026,,,69,27633,100,0,,,100,9,,,,,,,,,,,,,,,100,0,100,0,67,33,100,0,100,0,79,21,100,0,100,0,93,15947,21,21,,,,,97,600,97,600,200,0,,,,,,,,,,,,,,,,,,,100,27569,100,21357589359,100,1.84169E+11,,,,,,,,,,
3/19/18,WD-WXQ1E93PHPD7,WDC WD5000LPVX,5.00108E+11,1,200,0,,,157,1108,99,1616,200,0,200,0,,,53,34836,100,0,100,0,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,200,4,61,418036,118,25,,,200,0,200,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/18,ZJV007J1,ST12000NM0007,1.20001E+13,1,79,74967309,,,98,0,100,2,100,14,65,3269090,,,100,296,100,0,,,100,2,,,,,,,,,,,,,,,,,,,100,0,100,0,,,76,24,,,100,5,100,193,24,24,79,74967309,,,100,24,100,24,200,0,100,0,,,,,,,,,,,,,,,,,100,200,100,779728416,100,271856347,,,,,,,,,,
3/25/18,ZA14ELJ1,ST8000NM0055,8.00156E+12,1,58,31864184,,,96,0,100,3,96,16592,91,1236576685,,,90,8861,100,0,,,100,3,,,,,,,,,,,,,,,,,100,0,75,25,100,0,100,0,73,27,91,18729,100,52,100,1146,27,27,75,31864184,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,,,100,8831,100,38177797440,100,65692315164,,,,,,,,,,
3/9/18,Z304KBQD,ST4000DM000,4.00079E+12,1,114,153108824,,,93,0,100,7,99,1792,90,958436357,,,77,20525,100,0,,,100,7,,,,,,,,,,,,,,,98,2,100,0,43,57,100,0,100,0,77,23,100,0,100,0,93,14267,23,23,,,,,99,168,99,168,200,0,,,,,,,,,,,,,,,,,,,100,20378,100,40407397432,100,74572399744,,,,,,,,,,
3/9/18,ZJV01RMZ,ST12000NM0007,1.20001E+13,1,79,72459360,,,99,0,100,1,100,0,69,7881372,,,100,678,100,0,,,100,1,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,21,100,236,25,25,79,72459360,,,100,160,100,160,200,0,100,0,,,,,,,,,,,,,,,,,100,615,100,1255435464,100,281895876,,,,,,,,,,
3/9/18,Z300GQ33,ST4000DM000,4.00079E+12,1,109,129177800,,,92,0,100,22,94,7744,84,333563902,,,54,40752,100,0,,,100,22,,,,,,,,,,,,,,,100,0,100,0,58,42,100,0,100,0,77,23,100,0,100,2,14,172366,23,23,,,,,90,1720,90,1720,200,0,,,,,,,,,,,,,,,,,,,100,40138,100,34677707734,100,3.52451E+11,,,,,,,,,,
3/21/18,W300KKQW,ST4000DM000,4.00079E+12,1,116,115409120,,,92,0,100,16,99,928,84,288150325,,,57,38403,100,0,,,100,17,,,,,,,,,,,,,,,99,1,100,0,100,0,100,0,91,9,73,27,100,0,100,4,88,24161,27,27,,,,,100,104,100,104,200,0,,,,,,,,,,,,,,,,,,,100,38298,100,31476428308,100,2.63321E+11,,,,,,,,,,
3/21/18,Z304JNKY,ST4000DM000,4.00079E+12,1,108,19141776,,,97,0,100,3,100,8,90,982937183,,,77,20504,100,0,,,100,3,,,,,,,,,,,,,,,98,2,100,0,73,27,100,0,100,0,75,25,100,0,100,0,99,2254,25,25,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,,,100,20444,100,43852130408,100,90741818640,,,,,,,,,,
1/18/18,Z304L9KQ,ST4000DM000,4.00079E+12,1,111,35018496,,,98,0,100,2,100,0,89,889215551,,,79,18965,100,0,,,100,2,,,,,,,,,,,,,,,96,4,100,0,79,21,100,0,100,0,77,23,100,0,100,0,96,9636,23,23,,,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,,,100,18811,100,42126089888,100,83708410125,,,,,,,,,,
1/18/18,PL1331LAHBGLPH,HGST HMS5C4040BLE640,4.00079E+12,1,100,0,133,104,100,423,100,5,100,0,100,0,113,42,99,8053,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,100,5,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/18,17OYTGKRT,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,100,0,100,1984,100,3,100,848,100,0,100,0,98,867,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,96,46885,100,38,,,100,81,100,0,100,0,200,0,,,,,100,0,99,754,100,0,100,0,,,100,255,,,100,0,,,,,,,,,,,,,,
1/18/18,Z300W1Y6,ST4000DM000,4.00079E+12,1,115,88221048,,,91,0,100,25,100,40,68,7070684,,,60,35496,100,0,,,100,25,,,,,,,,,,,,,,,99,1,100,0,92,8,100,0,75,25,79,21,100,0,100,15,41,118469,21,21,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,100,34598,100,27927083783,100,3.29718E+11,,,,,,,,,,
1/18/18,Z300WGL6,ST4000DM000,4.00079E+12,1,118,200218608,,,92,0,100,18,100,0,90,965111178,,,60,35884,100,0,,,100,18,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,94,6,79,21,100,0,100,5,24,153282,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,35361,100,28780891580,100,1.69017E+11,,,,,,,,,,
1/18/18,Z3025WDQ,ST4000DM000,4.00079E+12,1,118,190882440,,,93,0,100,12,100,0,86,443003789,,,68,28861,100,0,,,100,12,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,98,2,76,24,100,0,100,5,68,65999,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,28634,100,25926177564,100,2.94081E+11,,,,,,,,,,
1/24/18,S301K6GP,ST4000DM000,4.00079E+12,1,105,10288384,,,91,0,100,8,100,0,89,902048578,,,78,19633,100,0,,,100,8,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,96,9502,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,19565,100,42194193888,100,56649202743,,,,,,,,,,
1/24/18,Z304KCNH,ST4000DM000,4.00079E+12,1,118,181798168,,,91,0,100,9,100,0,89,867317844,,,78,19441,100,0,,,100,9,,,,,,,,,,,,,,,100,0,100,0,97,3,100,0,100,0,76,24,100,0,100,0,94,13704,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,19307,100,43164510568,100,54531584283,,,,,,,,,,
1/24/18,ZCH073SG,ST12000NM0007,1.20001E+13,1,75,33222600,,,99,0,100,1,100,0,77,54842980,,,99,1019,100,0,,,100,1,,,,,,,,,,,,,,,,,,,100,0,100,0,,,69,31,,,100,5,100,1103,31,31,75,33222600,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,100,480,100,4616406272,100,3717607566,,,,,,,,,,
1/24/18,S300Z7GP,ST4000DM000,4.00079E+12,1,114,64639232,,,92,0,100,8,100,8,82,174436689,,,75,22480,100,0,,,100,8,,,,,,,,,,,,,,,100,0,100,0,98,2,100,0,100,0,80,20,100,0,100,0,87,26922,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,22223,100,51735788176,100,1.01157E+11,,,,,,,,,,
1/24/18,ZA12Q6AW,ST8000DM002,8.00156E+12,1,84,230090152,,,97,0,100,2,100,8,94,2328883595,,,87,11700,100,0,,,100,2,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,60,40,98,4761,100,2,98,4935,40,40,1,230090152,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,11640,100,45103274704,100,56181498182,,,,,,,,,,
1/30/18,57HBWEEPT,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,100,0,100,1997,100,3,100,0,100,0,100,0,98,1160,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,99,13243,100,36,,,100,0,100,24,100,0,200,0,,,,,100,0,98,1118,100,0,100,0,,,100,261,,,100,0,,,,,,,,,,,,,,
1/30/18,ZA18105C,ST8000NM0055,8.00156E+12,1,82,155279816,,,99,0,100,1,100,0,90,1073617589,,,97,3320,100,0,,,100,1,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,58,42,100,1568,100,30,100,483,42,42,82,155279816,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,3311,100,19195705768,100,14205793990,,,,,,,,,,
1/31/18,Z305DH7P,ST4000DM000,4.00079E+12,1,113,57646872,,,98,0,100,2,100,18,87,479062010,,,86,12317,100,0,,,100,2,,,,,,,,,,,,,,,100,0,100,0,1,672,100,0,100,0,82,18,100,0,100,0,97,6428,18,18,,,,,100,6,100,6,200,0,,,,,,,,,,,,,,,,,,,100,12294,100,11473640723,100,22080552317,,,,,,,,,,
1/31/18,S300YC4Q,ST4000DM000,4.00079E+12,1,117,159396728,,,92,0,100,12,100,0,89,859392944,,,74,23311,100,0,,,100,13,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,22,156949,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,22630,100,37983070984,100,69901498447,,,,,,,,,,
1/25/18,W4J1PK5F,ST4000DM001,4.00079E+12,1,118,187270760,,,91,0,100,10,100,0,80,13269754762,,,94,5688,100,0,,,100,10,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,8,91,19172,33,33,118,187270760,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,5584,100,9562905304,100,18735362414,,,,,,,,,,
1/25/18,W3008B64,ST4000DM000,4.00079E+12,1,117,130120512,,,91,0,100,16,100,0,85,383954433,,,55,40265,100,0,,,100,16,,,,,,,,,,,,,,,100,0,100,0,94,6,100,0,95,5,75,25,100,0,100,6,78,45528,25,25,,,,,99,208,99,208,200,0,,,,,,,,,,,,,,,,,,,100,40095,100,29724506368,100,1.66325E+11,,,,,,,,,,
1/19/18,Z302SLZT,ST4000DM000,4.00079E+12,1,112,49886648,,,91,0,100,12,100,0,88,700091171,,,77,20617,100,0,,,100,12,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,6,189807,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,18989,100,20987115715,100,2.07427E+11,,,,,,,,,,
1/19/18,ZA13YPAH,ST8000DM002,8.00156E+12,1,67,120508336,,,86,0,100,7,100,128,93,2041970402,,,89,9989,100,0,,,100,7,,,,,,,,,,,,,,,,,100,0,92,8,100,0,100,0,65,35,89,23296,100,1,98,5352,35,35,1,120508336,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,,,100,9955,100,41981312248,100,54101387536,,,,,,,,,,
1/19/18,Z305AK5A,ST4000DM000,4.00079E+12,1,103,93411920,,,97,0,100,3,100,0,89,833373616,,,80,17663,100,0,,,100,3,,,,,,,,,,,,,,,98,2,100,0,100,0,100,0,100,0,76,24,100,0,100,0,96,9568,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,17574,100,39369597464,100,58830825084,,,,,,,,,,
1/19/18,PL1331LAGRK9RH,HGST HMS5C4040ALE640,4.00079E+12,1,100,0,133,104,100,443,100,5,94,277,100,0,109,44,96,30896,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1076,100,1076,222,27,,,86,425,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
